id_delivery,lat,lng,timestamp
1,35.604895664479514,51.379106091043695,1723637520
1,35.605345843959796,51.37937904429052,1723637550
1,35.605263652264604,51.37968255935804,1723637580
1,35.60559418714148,51.37974747138243,1723637610
1,35.60473211999464,51.379803330561934,1723637640
1,35.60515303891485,51.38073372750499,1723637670
1,35.60428845027532,51.37929872999105,1723637700
1,35.60483777182752,51.37943082345455,1723637730
1,35.605783075980995,51.38060588921642,1723637760
1,35.60568854758126,51.380709056467666,1723637790
1,35.60451835255559,51.37978402478427,1723637820
1,35.60575506611059,51.38077112656197,1723637850
1,35.606166429272164,51.37930932011328,1723637880
1,35.60460405829742,51.380772261286914,1723637910
1,35.6044565020026,51.38086410441549,1723637940
1,35.60458183421442,51.37940613344985,1723637970
1,35.60578267271662,51.38066470545605,1723638000
1,35.604836488354856,51.381048842665635,1723638030
1,35.604228094327674,51.37943154039742,1723638060
1,35.604275048100014,51.38012975164419,1723638090
1,35.605885278501745,51.37949239266765,1723638120
1,35.60544761664617,51.3807752719218,1723638150
1,35.60563496238968,51.38000208650558,1723638180
1,35.605942188479325,51.38047406228477,1723638210
1,35.60449988802481,51.38085884303441,1723638240
1,35.604911588955645,51.38074028283439,1723638270
1,35.60606734152414,51.38086285469998,1723638300
1,35.60584131888425,51.38060890908932,1723638330
1,35.605819480372226,51.38095151650662,1723638360
1,35.604419136145346,51.37994314553457,1723638390
1,35.6056971529819,51.380744943042096,1723638420
1,35.605856647338314,51.38081612083849,1723638450
1,35.60552195669199,51.37918066273822,1723638480
2,35.64348997687503,51.337568552065136,1723637520
2,35.64292193498844,51.337264362284046,1723637550
2,35.64385356990471,51.33729672856632,1723637580
2,35.64296249775263,51.338667826911816,1723637610
2,35.64346166497422,51.337801402896055,1723637640
2,35.643849303236365,51.33763480904905,1723637670
2,35.644103328985956,51.3384463759782,1723637700
2,35.6442294637861,51.33883788049511,1723637730
2,35.64302383309866,51.33767104547673,1723637760
2,35.64315555114471,51.33837657465693,1723637790
2,35.6439248742502,51.338714979987465,1723637820
2,35.64292388809311,51.33702431898755,1723637850
2,35.64371272787054,51.33836205760242,1723637880
2,35.64360414637253,51.33892223947115,1723637910
2,35.64406097567225,51.338503532029776,1723637940
2,35.64256221119056,51.3377278352455,1723637970
2,35.64295005504527,51.338936007116715,1723638000
2,35.64251650946783,51.33876700286323,1723638030
2,35.643895163218666,51.3380219422951,1723638060
2,35.64263794135186,51.33740780038658,1723638090
2,35.64298071039269,51.33850944153409,1723638120
2,35.643168355841645,51.33801165746564,1723638150
2,35.64372316507519,51.3371104645151,1723638180
2,35.64322597886421,51.33854980854533,1723638210
2,35.64320850929042,51.338108284129085,1723638240
2,35.644150289959015,51.33706727413323,1723638270
2,35.642528201274914,51.33861325900441,1723638300
2,35.64254916761488,51.33762076475336,1723638330
2,35.64281149795616,51.33774865532924,1723638360
2,35.64329079821209,51.33881835897551,1723638390
2,35.64390150249651,51.33759591657404,1723638420
2,35.64361693038012,51.33861209026792,1723638450
2,35.64307551962676,51.33756595434541,1723638480
3,35.62230952132115,51.33107597393926,1723637520
3,35.62160410198082,51.33090674863389,1723637550
3,35.620951479573,51.33121989559554,1723637580
3,35.62101982469279,51.330660015192684,1723637610
3,35.6213301851361,51.33077950285914,1723637640
3,35.62107419521883,51.33128279110522,1723637670
3,35.62249367609842,51.33232262174219,1723637700
3,35.622376294821755,51.33166560262131,1723637730
3,35.621938661430804,51.33092970843393,1723637760
3,35.620761759492254,51.33119289541274,1723637790
3,35.62220509285132,51.331200626235976,1723637820
3,35.621502316473645,51.33176391204405,1723637850
3,35.622192401715274,51.33056052842641,1723637880
3,35.62071782586046,51.331620198351324,1723637910
3,35.62160391317716,51.33225340815724,1723637940
3,35.62227925513507,51.33065842902554,1723637970
3,35.620751321455046,51.33154613126817,1723638000
3,35.62052660029713,51.33106652789212,1723638030
3,35.62062506849936,51.33053995768497,1723638060
3,35.621260958833,51.33207592468129,1723638090
3,35.620915161737294,51.330717922663005,1723638120
3,35.621343775063124,51.33106806890176,1723638150
3,35.62094509840404,51.3308217282303,1723638180
3,35.62240538172889,51.33184941065157,1723638210
3,35.62087409372895,51.331222820263775,1723638240
3,35.621465481232285,51.33114163163641,1723638270
3,35.622289114739154,51.331667432349676,1723638300
3,35.620989949272484,51.33178675069804,1723638330
3,35.62153445507506,51.331177326860846,1723638360
3,35.62183283150612,51.33210613331749,1723638390
3,35.62190571212887,51.33103388218824,1723638420
3,35.62166048566539,51.33107313736194,1723638450
3,35.62185012469929,51.33075007977622,1723638480
4,35.621790089123415,51.36050725963731,1723637520
4,35.623203808005755,51.36075119505991,1723637550
4,35.622527089631006,51.35958680406041,1723637580
4,35.62181412844671,51.35990386366376,1723637610
4,35.62321122739656,51.35985747175369,1723637640
4,35.62245665610124,51.360437851774286,1723637670
4,35.62310477420474,51.36004184296415,1723637700
4,35.62267956950658,51.36052080361376,1723637730
4,35.62270092876154,51.360094748872775,1723637760
4,35.62188768005157,51.360382900049665,1723637790
4,35.62297702089008,51.359926449538456,1723637820
4,35.62251166183756,51.36078903350504,1723637850
4,35.62223660152247,51.359484379266135,1723637880
4,35.62204444753301,51.36045924070878,1723637910
4,35.62252043334738,51.36021185600963,1723637940
4,35.623319824276166,51.36001806384557,1723637970
4,35.622701682896874,51.36112502681559,1723638000
4,35.622136851332876,51.35963789876826,1723638030
4,35.62241776991121,51.35974913671421,1723638060
4,35.62230471774886,51.36127660686854,1723638090
4,35.62265902059939,51.36068246722485,1723638120
4,35.6226513740991,51.36095152142673,1723638150
4,35.62256237913397,51.359632690242435,1723638180
4,35.622297468503696,51.36014472964703,1723638210
4,35.62192891989913,51.361363542669665,1723638240
4,35.62309327299312,51.35947077008695,1723638270
4,35.62294301746927,51.36051241580411,1723638300
4,35.62256042211695,51.36056037770159,1723638330
4,35.62297584466933,51.35955257787302,1723638360
4,35.6218628143318,51.359910683789344,1723638390
4,35.623281228318604,51.360829686762145,1723638420
4,35.62241383420657,51.360549773544015,1723638450
4,35.62326558738836,51.36051388259953,1723638480
5,35.604030083826935,51.39000772672221,1723637520
5,35.604521895957426,51.39043429615814,1723637550
5,35.6052428125464,51.39081952799659,1723637580
5,35.60541466278961,51.391592676466544,1723637610
5,35.60460690663501,51.39138651117283,1723637640
5,35.60387567370303,51.39067037587096,1723637670
5,35.60539840356191,51.391174333030705,1723637700
5,35.604253118100694,51.38997540709228,1723637730
5,35.60492594422679,51.39127029371887,1723637760
5,35.605396607337674,51.39058360974192,1723637790
5,35.604764357174055,51.390005549907116,1723637820
5,35.60482348064103,51.39009910313089,1723637850
5,35.60495942826953,51.390778758700094,1723637880
5,35.6051289596387,51.3896677896132,1723637910
5,35.60417882617084,51.39105721002657,1723637940
5,35.604874397782815,51.390338924243345,1723637970
5,35.60463898644919,51.39126651631566,1723638000
5,35.60383376969624,51.39069029230746,1723638030
5,35.60487854444644,51.39015917067378,1723638060
5,35.60545308851193,51.39007695356059,1723638090
5,35.605582614410416,51.39075121107177,1723638120
5,35.60487485410833,51.38977989100705,1723638150
5,35.6050530297816,51.39100629386194,1723638180
5,35.604136408069515,51.389685342437474,1723638210
5,35.60534148887325,51.39131759687869,1723638240
5,35.604898154746564,51.39126472654272,1723638270
5,35.60567207891397,51.389881269009145,1723638300
5,35.60543793965062,51.391568719775066,1723638330
5,35.605217487768755,51.39082428708327,1723638360
5,35.604141405461604,51.390398858323685,1723638390
5,35.605290920735435,51.39053150387741,1723638420
5,35.604828449132235,51.39047256337432,1723638450
